Player,Game,Score,Accuracy,PlayTimeMinutes,SkillTier
PixelPete,Galaga,17287,68,25,Novice
PixelPete,Space Invaders,39455,83,21,Casual
RetroRider,Galaga,64429,62,22,Casual
NeoGeo,Donkey Kong,101866,82,43,Pro Gamer
BlipBlop,Space Invaders,72462,82,45,Casual
RetroRider,Space Invaders,131743,64,17,Grandmaster
SegaSam,Donkey Kong,36863,98,5,Casual
SegaSam,Space Invaders,14698,75,40,Novice
SegaSam,Frogger,53832,96,38,Casual
KongKiller,Frogger,130542,98,40,Grandmaster
KongKiller,Galaga,42411,65,43,Casual
ChompQueen,Donkey Kong,149616,79,35,Grandmaster
ChompQueen,Space Invaders,39497,82,14,Casual
NeoGeo,Space Invaders,96011,74,9,Pro Gamer
KongKiller,Galaga,35880,87,28,Casual
RetroRider,Pac-Man,17317,63,22,Novice
KongKiller,Frogger,66761,74,23,Casual
NeoGeo,Donkey Kong,140312,83,11,Grandmaster
RetroRider,Pac-Man,50654,85,25,Casual
BlipBlop,Frogger,140595,61,14,Grandmaster
SegaSam,Space Invaders,5760,99,17,Novice
PixelPete,Space Invaders,25591,94,17,Novice
SegaSam,Galaga,95782,66,27,Pro Gamer
PixelPete,Galaga,128246,83,11,Grandmaster
NeoGeo,Donkey Kong,24473,76,18,Novice
ChompQueen,Galaga,64093,85,35,Casual
ChompQueen,Pac-Man,139852,73,12,Grandmaster
BlipBlop,Frogger,97659,72,26,Pro Gamer
ChompQueen,Frogger,38592,95,26,Casual
KongKiller,Pac-Man,139139,66,33,Grandmaster
SegaSam,Space Invaders,14525,83,35,Novice
RetroRider,Space Invaders,113300,76,29,Pro Gamer
PixelPete,Frogger,111268,67,9,Pro Gamer
KongKiller,Pac-Man,101233,93,10,Pro Gamer
SegaSam,Pac-Man,115257,96,22,Pro Gamer
BlipBlop,Pac-Man,70947,70,5,Casual
NeoGeo,Galaga,90999,73,24,Pro Gamer
ChompQueen,Pac-Man,130402,74,36,Grandmaster
SegaSam,Frogger,135699,67,25,Grandmaster
KongKiller,Pac-Man,101067,68,44,Pro Gamer
RetroRider,Donkey Kong,100633,75,36,Pro Gamer
PixelPete,Space Invaders,148963,67,19,Grandmaster
SegaSam,Frogger,69453,69,41,Casual
KongKiller,Donkey Kong,67666,77,19,Casual
KongKiller,Space Invaders,37057,78,21,Casual
RetroRider,Donkey Kong,64277,82,26,Casual
SegaSam,Pac-Man,37309,91,20,Casual
NeoGeo,Pac-Man,131234,68,13,Grandmaster
PixelPete,Frogger,22757,62,12,Novice
PixelPete,Donkey Kong,38727,91,7,Casual
BlipBlop,Frogger,93707,98,20,Pro Gamer
SegaSam,Galaga,26020,86,25,Novice
ChompQueen,Donkey Kong,70685,62,7,Casual
PixelPete,Pac-Man,57549,68,27,Casual
NeoGeo,Space Invaders,91921,88,40,Pro Gamer
KongKiller,Galaga,52709,62,37,Casual
RetroRider,Galaga,54596,78,37,Casual
SegaSam,Pac-Man,22780,96,44,Novice
PixelPete,Galaga,144779,97,29,Grandmaster
RetroRider,Pac-Man,100642,75,45,Pro Gamer
BlipBlop,Pac-Man,43800,76,9,Casual
NeoGeo,Frogger,148924,77,43,Grandmaster
ChompQueen,Donkey Kong,129653,81,14,Grandmaster
PixelPete,Space Invaders,69324,79,9,Casual
KongKiller,Galaga,131702,80,23,Grandmaster
KongKiller,Space Invaders,84821,82,30,Pro Gamer
RetroRider,Frogger,69632,82,31,Casual
RetroRider,Frogger,62021,95,5,Casual
SegaSam,Donkey Kong,154639,100,40,Grandmaster
BlipBlop,Donkey Kong,24452,80,39,Novice
KongKiller,Galaga,152637,65,2,Grandmaster
PixelPete,Frogger,27985,77,38,Novice
BlipBlop,Donkey Kong,153815,93,26,Grandmaster
SegaSam,Frogger,76180,93,13,Casual
RetroRider,Donkey Kong,7697,74,32,Novice
RetroRider,Galaga,37366,72,45,Casual
PixelPete,Space Invaders,11953,76,26,Novice
BlipBlop,Galaga,62085,66,36,Casual
BlipBlop,Frogger,82768,99,32,Pro Gamer
RetroRider,Pac-Man,151469,83,3,Grandmaster
PixelPete,Space Invaders,56100,87,11,Casual
SegaSam,Frogger,144073,98,45,Grandmaster
RetroRider,Galaga,32259,64,2,Casual
SegaSam,Pac-Man,32479,75,25,Casual
NeoGeo,Pac-Man,67914,76,36,Casual
BlipBlop,Frogger,103298,85,19,Pro Gamer
NeoGeo,Galaga,28451,98,11,Novice
NeoGeo,Space Invaders,120777,75,42,Grandmaster
BlipBlop,Pac-Man,77148,62,28,Casual
RetroRider,Donkey Kong,77062,92,14,Casual
PixelPete,Pac-Man,140540,75,38,Grandmaster
KongKiller,Space Invaders,88506,75,17,Pro Gamer
ChompQueen,Galaga,101752,100,42,Pro Gamer
SegaSam,Frogger,154492,79,22,Grandmaster
ChompQueen,Donkey Kong,9403,86,37,Novice
KongKiller,Donkey Kong,99201,98,38,Pro Gamer
RetroRider,Frogger,124843,84,40,Grandmaster
PixelPete,Frogger,110621,71,42,Pro Gamer
KongKiller,Galaga,15072,83,6,Novice
RetroRider,Space Invaders,40496,77,10,Casual
ChompQueen,Space Invaders,135944,74,5,Grandmaster
NeoGeo,Frogger,122661,78,20,Grandmaster
BlipBlop,Frogger,118942,71,26,Pro Gamer
PixelPete,Space Invaders,131292,85,8,Grandmaster
BlipBlop,Donkey Kong,139168,82,23,Grandmaster
RetroRider,Pac-Man,56943,96,45,Casual
BlipBlop,Donkey Kong,39511,81,16,Casual
RetroRider,Pac-Man,55226,82,18,Casual
NeoGeo,Pac-Man,28921,67,24,Novice
SegaSam,Space Invaders,60685,64,3,Casual
ChompQueen,Frogger,87329,88,18,Pro Gamer
SegaSam,Pac-Man,13316,62,5,Novice
ChompQueen,Donkey Kong,129448,80,29,Grandmaster
PixelPete,Pac-Man,128318,77,8,Grandmaster
ChompQueen,Pac-Man,96821,69,19,Pro Gamer
KongKiller,Donkey Kong,71507,86,4,Casual
ChompQueen,Donkey Kong,49703,82,35,Casual
ChompQueen,Space Invaders,64775,95,21,Casual
NeoGeo,Pac-Man,121210,93,17,Grandmaster
SegaSam,Space Invaders,13027,85,41,Novice
KongKiller,Donkey Kong,101776,93,14,Pro Gamer
ChompQueen,Galaga,80155,68,44,Pro Gamer
SegaSam,Donkey Kong,146831,79,33,Grandmaster
NeoGeo,Frogger,66019,83,25,Casual
SegaSam,Galaga,35664,61,15,Casual
SegaSam,Donkey Kong,63267,99,11,Casual
SegaSam,Space Invaders,80511,87,4,Pro Gamer
BlipBlop,Galaga,42562,76,28,Casual
KongKiller,Donkey Kong,84629,62,15,Pro Gamer
ChompQueen,Space Invaders,128200,97,24,Grandmaster
PixelPete,Frogger,67387,77,3,Casual
RetroRider,Space Invaders,22308,65,23,Novice
BlipBlop,Galaga,17137,81,5,Novice
ChompQueen,Pac-Man,31125,61,7,Casual
ChompQueen,Pac-Man,86389,99,8,Pro Gamer
NeoGeo,Galaga,52252,68,5,Casual
NeoGeo,Pac-Man,14006,79,32,Novice
RetroRider,Pac-Man,143382,93,10,Grandmaster
BlipBlop,Donkey Kong,144127,68,19,Grandmaster
NeoGeo,Pac-Man,18752,70,42,Novice
NeoGeo,Donkey Kong,12569,80,21,Novice
SegaSam,Frogger,37260,76,35,Casual
SegaSam,Pac-Man,78832,90,29,Casual
KongKiller,Space Invaders,95672,92,4,Pro Gamer
ChompQueen,Galaga,82640,93,26,Pro Gamer
NeoGeo,Pac-Man,40791,69,42,Casual
BlipBlop,Pac-Man,23312,68,41,Novice
SegaSam,Galaga,93312,98,21,Pro Gamer
RetroRider,Pac-Man,110964,62,5,Pro Gamer
PixelPete,Pac-Man,141114,93,17,Grandmaster
KongKiller,Frogger,135432,77,36,Grandmaster
BlipBlop,Space Invaders,86258,77,40,Pro Gamer
BlipBlop,Pac-Man,133487,97,34,Grandmaster
SegaSam,Frogger,71564,76,14,Casual
SegaSam,Space Invaders,18084,88,29,Novice
KongKiller,Space Invaders,65981,96,44,Casual
KongKiller,Galaga,12304,72,36,Novice
KongKiller,Pac-Man,152850,87,10,Grandmaster
NeoGeo,Frogger,135633,81,13,Grandmaster
KongKiller,Frogger,74098,86,10,Casual
PixelPete,Space Invaders,27523,74,15,Novice
NeoGeo,Pac-Man,122230,94,22,Grandmaster
BlipBlop,Pac-Man,59936,97,43,Casual
NeoGeo,Frogger,126113,77,30,Grandmaster
ChompQueen,Pac-Man,55578,66,3,Casual
PixelPete,Space Invaders,128916,97,38,Grandmaster
SegaSam,Frogger,136401,93,17,Grandmaster
RetroRider,Pac-Man,37761,63,37,Casual
NeoGeo,Space Invaders,28920,92,30,Novice
KongKiller,Galaga,112376,90,26,Pro Gamer
ChompQueen,Space Invaders,123817,84,38,Grandmaster
PixelPete,Space Invaders,73718,75,35,Casual
BlipBlop,Pac-Man,30577,99,32,Casual
BlipBlop,Galaga,78370,83,42,Casual
KongKiller,Galaga,88270,83,10,Pro Gamer
PixelPete,Pac-Man,29850,80,36,Novice
SegaSam,Galaga,58412,82,16,Casual
ChompQueen,Galaga,100514,91,15,Pro Gamer
RetroRider,Space Invaders,45078,90,3,Casual
SegaSam,Frogger,57126,82,36,Casual
KongKiller,Pac-Man,57489,68,38,Casual
RetroRider,Donkey Kong,107997,73,20,Pro Gamer
NeoGeo,Frogger,45740,64,34,Casual
NeoGeo,Galaga,73622,71,8,Casual
ChompQueen,Space Invaders,49739,68,5,Casual
NeoGeo,Frogger,61671,98,21,Casual
RetroRider,Space Invaders,85915,68,38,Pro Gamer
BlipBlop,Space Invaders,111832,97,25,Pro Gamer
PixelPete,Pac-Man,94296,92,29,Pro Gamer
KongKiller,Frogger,8023,82,26,Novice
SegaSam,Space Invaders,93778,66,4,Pro Gamer
NeoGeo,Galaga,13230,82,13,Novice
ChompQueen,Space Invaders,105573,93,28,Pro Gamer
RetroRider,Galaga,140279,96,46,Grandmaster
RetroRider,Galaga,104751,64,18,Pro Gamer
NeoGeo,Frogger,130040,76,34,Grandmaster
SegaSam,Pac-Man,124867,89,42,Grandmaster
PixelPete,Pac-Man,67474,66,3,Casual
ChompQueen,Donkey Kong,23620,81,34,Novice
SegaSam,Space Invaders,8635,90,42,Novice
RetroRider,Frogger,6678,85,46,Novice
ChompQueen,Frogger,134661,96,27,Grandmaster
NeoGeo,Donkey Kong,14502,75,27,Novice
ChompQueen,Pac-Man,27646,88,35,Novice
BlipBlop,Donkey Kong,84289,72,14,Pro Gamer
SegaSam,Frogger,54303,75,3,Casual
BlipBlop,Space Invaders,147561,95,27,Grandmaster
NeoGeo,Pac-Man,27417,84,7,Novice
SegaSam,Frogger,118204,80,21,Pro Gamer
RetroRider,Space Invaders,91217,81,3,Pro Gamer
PixelPete,Donkey Kong,56758,97,4,Casual
NeoGeo,Frogger,75301,82,37,Casual
SegaSam,Space Invaders,147918,64,33,Grandmaster
ChompQueen,Galaga,117903,64,3,Pro Gamer
PixelPete,Frogger,148822,91,33,Grandmaster
NeoGeo,Pac-Man,55663,71,8,Casual
RetroRider,Frogger,69507,85,36,Casual
ChompQueen,Frogger,53597,92,27,Casual
NeoGeo,Donkey Kong,57077,61,43,Casual
SegaSam,Galaga,137653,70,27,Grandmaster
KongKiller,Frogger,15224,74,7,Novice
PixelPete,Pac-Man,149748,100,18,Grandmaster
KongKiller,Space Invaders,48944,85,3,Casual
PixelPete,Donkey Kong,39303,92,28,Casual
ChompQueen,Donkey Kong,74027,95,46,Casual
NeoGeo,Galaga,55980,97,15,Casual
PixelPete,Pac-Man,40920,67,41,Casual
BlipBlop,Galaga,15704,78,41,Novice
KongKiller,Pac-Man,37549,69,44,Casual
ChompQueen,Galaga,5375,77,45,Novice
NeoGeo,Space Invaders,141325,87,35,Grandmaster
NeoGeo,Pac-Man,33403,86,45,Casual
KongKiller,Galaga,144864,66,43,Grandmaster
RetroRider,Donkey Kong,31197,78,8,Casual
KongKiller,Frogger,101860,75,23,Pro Gamer
KongKiller,Galaga,70663,82,30,Casual
PixelPete,Frogger,151033,91,35,Grandmaster
NeoGeo,Pac-Man,64339,80,13,Casual
BlipBlop,Galaga,120819,72,16,Grandmaster
SegaSam,Donkey Kong,114484,97,29,Pro Gamer
ChompQueen,Pac-Man,95232,81,2,Pro Gamer
PixelPete,Galaga,60899,64,40,Casual
KongKiller,Pac-Man,13536,91,13,Novice
RetroRider,Galaga,122653,62,20,Grandmaster
NeoGeo,Donkey Kong,53788,95,37,Casual
PixelPete,Galaga,21280,99,16,Novice
SegaSam,Space Invaders,48902,84,19,Casual
BlipBlop,Donkey Kong,87805,99,26,Pro Gamer
PixelPete,Space Invaders,20312,95,35,Novice
KongKiller,Donkey Kong,152319,82,45,Grandmaster
SegaSam,Pac-Man,15025,88,41,Novice
PixelPete,Space Invaders,125298,60,4,Grandmaster
ChompQueen,Frogger,25649,92,13,Novice
PixelPete,Pac-Man,113992,74,39,Pro Gamer
SegaSam,Galaga,71437,88,21,Casual
ChompQueen,Space Invaders,8493,73,17,Novice
BlipBlop,Frogger,11621,79,46,Novice
PixelPete,Galaga,39587,77,12,Casual
BlipBlop,Pac-Man,37531,98,17,Casual
RetroRider,Donkey Kong,48544,63,43,Casual
KongKiller,Frogger,44390,62,2,Casual
BlipBlop,Space Invaders,133196,70,24,Grandmaster
RetroRider,Donkey Kong,76013,63,10,Casual
NeoGeo,Galaga,73008,82,5,Casual
KongKiller,Donkey Kong,53894,94,40,Casual
PixelPete,Donkey Kong,102336,79,26,Pro Gamer
PixelPete,Donkey Kong,110245,96,29,Pro Gamer
PixelPete,Pac-Man,66337,62,12,Casual
SegaSam,Frogger,100186,94,31,Pro Gamer
NeoGeo,Pac-Man,69278,95,42,Casual
KongKiller,Frogger,61243,79,11,Casual
SegaSam,Frogger,50429,81,39,Casual
PixelPete,Donkey Kong,149288,78,6,Grandmaster
KongKiller,Galaga,26904,83,18,Novice
ChompQueen,Pac-Man,120484,68,4,Grandmaster
ChompQueen,Donkey Kong,23326,89,32,Novice
NeoGeo,Space Invaders,125081,68,16,Grandmaster
ChompQueen,Space Invaders,9568,72,24,Novice
PixelPete,Frogger,78588,88,36,Casual
NeoGeo,Donkey Kong,27680,86,45,Novice
BlipBlop,Pac-Man,30872,74,15,Casual
NeoGeo,Frogger,94700,70,20,Pro Gamer
PixelPete,Pac-Man,8750,92,37,Novice
RetroRider,Frogger,31633,88,44,Casual
ChompQueen,Pac-Man,92737,71,43,Pro Gamer
PixelPete,Donkey Kong,70659,89,9,Casual
RetroRider,Pac-Man,64680,69,30,Casual
SegaSam,Space Invaders,78113,84,6,Casual
KongKiller,Frogger,46372,97,32,Casual
BlipBlop,Donkey Kong,45677,75,33,Casual
ChompQueen,Donkey Kong,66584,73,10,Casual
SegaSam,Space Invaders,48258,63,19,Casual
NeoGeo,Space Invaders,33504,64,20,Casual
BlipBlop,Frogger,83752,91,38,Pro Gamer
KongKiller,Frogger,113698,69,16,Pro Gamer
ChompQueen,Space Invaders,29130,77,6,Novice
PixelPete,Galaga,83241,62,21,Pro Gamer
KongKiller,Frogger,59662,65,24,Casual
RetroRider,Donkey Kong,25080,98,37,Novice
BlipBlop,Pac-Man,63421,84,34,Casual
BlipBlop,Space Invaders,77315,69,30,Casual
PixelPete,Donkey Kong,78529,98,36,Casual
SegaSam,Donkey Kong,66912,74,2,Casual
KongKiller,Donkey Kong,104004,93,35,Pro Gamer
NeoGeo,Donkey Kong,12580,78,20,Novice
PixelPete,Pac-Man,50960,98,35,Casual
RetroRider,Frogger,90931,71,18,Pro Gamer
KongKiller,Pac-Man,119257,84,21,Pro Gamer
RetroRider,Pac-Man,60343,99,20,Casual
BlipBlop,Pac-Man,27247,86,12,Novice
PixelPete,Space Invaders,8873,70,16,Novice
BlipBlop,Space Invaders,121736,81,15,Grandmaster
SegaSam,Pac-Man,125492,71,20,Grandmaster
NeoGeo,Frogger,17732,63,16,Novice
KongKiller,Donkey Kong,129822,66,24,Grandmaster
BlipBlop,Space Invaders,117489,71,14,Pro Gamer
KongKiller,Donkey Kong,104458,90,42,Pro Gamer
BlipBlop,Galaga,112485,96,45,Pro Gamer
SegaSam,Donkey Kong,58353,72,15,Casual
RetroRider,Space Invaders,48049,80,26,Casual
NeoGeo,Space Invaders,67686,89,38,Casual
PixelPete,Space Invaders,57291,84,16,Casual
SegaSam,Frogger,115056,64,45,Pro Gamer
RetroRider,Galaga,44605,94,14,Casual
KongKiller,Donkey Kong,19562,65,11,Novice
PixelPete,Galaga,145954,69,20,Grandmaster
ChompQueen,Space Invaders,101725,95,31,Pro Gamer
SegaSam,Frogger,47064,80,34,Casual
RetroRider,Pac-Man,69511,88,11,Casual
SegaSam,Galaga,96040,64,15,Pro Gamer
RetroRider,Donkey Kong,39005,95,19,Casual
ChompQueen,Frogger,144857,82,43,Grandmaster
RetroRider,Frogger,92883,97,33,Pro Gamer
KongKiller,Pac-Man,58106,79,14,Casual
KongKiller,Pac-Man,128564,85,37,Grandmaster
KongKiller,Space Invaders,82119,95,46,Pro Gamer
ChompQueen,Pac-Man,120005,89,33,Grandmaster
RetroRider,Pac-Man,150539,65,24,Grandmaster
NeoGeo,Pac-Man,75739,82,9,Casual
RetroRider,Donkey Kong,113324,97,39,Pro Gamer
SegaSam,Pac-Man,130405,82,17,Grandmaster
SegaSam,Galaga,104798,93,30,Pro Gamer
KongKiller,Space Invaders,30043,97,17,Casual
RetroRider,Space Invaders,141686,82,9,Grandmaster
BlipBlop,Donkey Kong,23949,65,34,Novice
PixelPete,Space Invaders,13095,79,22,Novice
PixelPete,Pac-Man,76688,96,21,Casual
NeoGeo,Pac-Man,117665,76,11,Pro Gamer
NeoGeo,Donkey Kong,126443,99,9,Grandmaster
PixelPete,Donkey Kong,147550,87,14,Grandmaster
KongKiller,Donkey Kong,124328,68,45,Grandmaster
PixelPete,Space Invaders,110543,67,32,Pro Gamer
NeoGeo,Pac-Man,27629,96,32,Novice
PixelPete,Galaga,134636,99,18,Grandmaster
SegaSam,Pac-Man,115041,99,8,Pro Gamer
KongKiller,Donkey Kong,137778,64,8,Grandmaster
KongKiller,Pac-Man,36628,78,11,Casual
ChompQueen,Pac-Man,119708,80,14,Pro Gamer
RetroRider,Galaga,30543,68,14,Casual
PixelPete,Frogger,89516,79,42,Pro Gamer
BlipBlop,Pac-Man,87202,80,41,Pro Gamer
ChompQueen,Frogger,124684,81,26,Grandmaster
ChompQueen,Frogger,135284,70,27,Grandmaster
BlipBlop,Frogger,130406,62,36,Grandmaster
ChompQueen,Pac-Man,151052,92,32,Grandmaster
BlipBlop,Galaga,124955,68,21,Grandmaster
NeoGeo,Pac-Man,44502,81,31,Casual
SegaSam,Galaga,78599,98,2,Casual
RetroRider,Space Invaders,129514,70,5,Grandmaster
BlipBlop,Donkey Kong,32073,89,23,Casual
KongKiller,Donkey Kong,148094,91,35,Grandmaster
RetroRider,Space Invaders,65177,80,21,Casual
BlipBlop,Galaga,5731,87,13,Novice
BlipBlop,Pac-Man,49051,97,23,Casual
RetroRider,Donkey Kong,100676,75,21,Pro Gamer
KongKiller,Space Invaders,93752,71,45,Pro Gamer
RetroRider,Galaga,110402,72,46,Pro Gamer
BlipBlop,Space Invaders,86277,85,25,Pro Gamer
RetroRider,Pac-Man,138948,65,7,Grandmaster
KongKiller,Donkey Kong,110771,64,24,Pro Gamer
PixelPete,Frogger,82596,73,20,Pro Gamer
KongKiller,Donkey Kong,98238,75,32,Pro Gamer
NeoGeo,Space Invaders,94333,97,16,Pro Gamer
PixelPete,Space Invaders,149802,73,34,Grandmaster
KongKiller,Frogger,78504,77,3,Casual
BlipBlop,Space Invaders,132816,70,3,Grandmaster
PixelPete,Pac-Man,64941,60,25,Casual
PixelPete,Donkey Kong,13327,86,31,Novice
KongKiller,Donkey Kong,132718,91,15,Grandmaster
PixelPete,Galaga,153349,96,13,Grandmaster
BlipBlop,Donkey Kong,70983,93,6,Casual
ChompQueen,Galaga,131302,61,5,Grandmaster
NeoGeo,Galaga,20361,61,33,Novice
RetroRider,Galaga,109276,90,11,Pro Gamer
KongKiller,Pac-Man,23885,62,24,Novice
PixelPete,Galaga,35717,73,37,Casual
ChompQueen,Pac-Man,145613,69,13,Grandmaster
KongKiller,Donkey Kong,64067,67,8,Casual
PixelPete,Space Invaders,143847,97,9,Grandmaster
NeoGeo,Pac-Man,144789,81,37,Grandmaster
BlipBlop,Donkey Kong,76914,97,7,Casual
BlipBlop,Pac-Man,96971,81,26,Pro Gamer
RetroRider,Galaga,74603,94,23,Casual
RetroRider,Space Invaders,57967,69,36,Casual
SegaSam,Galaga,105617,71,6,Pro Gamer
NeoGeo,Frogger,83384,61,36,Pro Gamer
NeoGeo,Frogger,55907,65,31,Casual
ChompQueen,Donkey Kong,132480,61,22,Grandmaster
PixelPete,Galaga,109699,60,33,Pro Gamer
ChompQueen,Pac-Man,70254,98,4,Casual
KongKiller,Donkey Kong,119835,77,46,Pro Gamer
BlipBlop,Galaga,80103,77,4,Pro Gamer
RetroRider,Pac-Man,71077,76,18,Casual
KongKiller,Donkey Kong,100981,84,13,Pro Gamer
BlipBlop,Frogger,65824,90,43,Casual
PixelPete,Galaga,49010,84,24,Casual
PixelPete,Galaga,114054,100,25,Pro Gamer
ChompQueen,Frogger,75063,97,28,Casual
ChompQueen,Pac-Man,85075,99,32,Pro Gamer
KongKiller,Frogger,44357,84,39,Casual
SegaSam,Pac-Man,7288,76,38,Novice
BlipBlop,Pac-Man,73070,72,33,Casual
PixelPete,Frogger,98804,76,42,Pro Gamer
RetroRider,Pac-Man,40372,87,17,Casual
SegaSam,Pac-Man,23403,77,26,Novice
KongKiller,Donkey Kong,94855,88,38,Pro Gamer
NeoGeo,Pac-Man,33065,96,13,Casual
SegaSam,Galaga,99477,66,32,Pro Gamer
NeoGeo,Space Invaders,62374,61,42,Casual
PixelPete,Space Invaders,31922,63,6,Casual
SegaSam,Pac-Man,92325,82,36,Pro Gamer
NeoGeo,Pac-Man,82015,67,2,Pro Gamer
SegaSam,Pac-Man,71711,97,9,Casual
NeoGeo,Frogger,97472,61,20,Pro Gamer
PixelPete,Frogger,73665,98,23,Casual
KongKiller,Frogger,18702,89,42,Novice
NeoGeo,Donkey Kong,83711,63,31,Pro Gamer
SegaSam,Pac-Man,60707,87,11,Casual
SegaSam,Frogger,97304,83,28,Pro Gamer
SegaSam,Space Invaders,28157,72,9,Novice
BlipBlop,Galaga,129871,79,22,Grandmaster
ChompQueen,Pac-Man,27378,100,11,Novice
KongKiller,Galaga,13251,66,11,Novice
NeoGeo,Galaga,144491,88,42,Grandmaster
PixelPete,Donkey Kong,17550,73,26,Novice
SegaSam,Galaga,28804,69,29,Novice
RetroRider,Frogger,97954,67,11,Pro Gamer
KongKiller,Frogger,150951,76,7,Grandmaster
ChompQueen,Galaga,49817,97,18,Casual
RetroRider,Galaga,79585,74,46,Casual
RetroRider,Frogger,78803,73,8,Casual
NeoGeo,Frogger,31925,87,11,Casual
SegaSam,Space Invaders,63026,79,36,Casual
BlipBlop,Space Invaders,80421,78,4,Pro Gamer
PixelPete,Pac-Man,137320,70,39,Grandmaster
SegaSam,Galaga,47991,92,16,Casual
ChompQueen,Donkey Kong,134602,63,7,Grandmaster
PixelPete,Pac-Man,77869,73,30,Casual
NeoGeo,Galaga,71862,90,15,Casual
NeoGeo,Space Invaders,15125,77,4,Novice
BlipBlop,Pac-Man,136104,88,8,Grandmaster
KongKiller,Donkey Kong,63544,92,12,Casual
PixelPete,Galaga,90050,79,37,Pro Gamer
NeoGeo,Space Invaders,152135,63,34,Grandmaster
NeoGeo,Space Invaders,77376,73,14,Casual
KongKiller,Space Invaders,149895,65,39,Grandmaster
PixelPete,Donkey Kong,62994,100,22,Casual
SegaSam,Frogger,78694,80,24,Casual
ChompQueen,Space Invaders,103629,85,46,Pro Gamer
KongKiller,Donkey Kong,81966,96,39,Pro Gamer
PixelPete,Frogger,74723,78,41,Casual
ChompQueen,Pac-Man,120559,74,42,Grandmaster
NeoGeo,Pac-Man,147561,73,12,Grandmaster
BlipBlop,Galaga,69346,81,39,Casual
RetroRider,Donkey Kong,101726,74,41,Pro Gamer
NeoGeo,Space Invaders,74528,87,5,Casual
NeoGeo,Space Invaders,133935,91,31,Grandmaster
PixelPete,Donkey Kong,35722,89,5,Casual
ChompQueen,Galaga,23729,64,12,Novice
RetroRider,Donkey Kong,121306,91,37,Grandmaster
RetroRider,Pac-Man,23440,78,14,Novice
PixelPete,Pac-Man,90974,71,27,Pro Gamer
PixelPete,Space Invaders,98205,66,14,Pro Gamer
NeoGeo,Donkey Kong,80813,95,35,Pro Gamer
KongKiller,Donkey Kong,66924,89,32,Casual
ChompQueen,Donkey Kong,71675,80,28,Casual
BlipBlop,Galaga,125650,74,11,Grandmaster
RetroRider,Donkey Kong,88880,93,45,Pro Gamer
ChompQueen,Pac-Man,126838,90,4,Grandmaster
SegaSam,Pac-Man,29838,74,17,Novice
BlipBlop,Frogger,12566,91,33,Novice
PixelPete,Galaga,136311,65,12,Grandmaster
SegaSam,Frogger,125553,92,46,Grandmaster
ChompQueen,Galaga,134117,79,13,Grandmaster
SegaSam,Donkey Kong,71020,98,45,Casual
BlipBlop,Donkey Kong,112764,78,33,Pro Gamer
KongKiller,Space Invaders,64422,95,13,Casual
PixelPete,Space Invaders,136098,72,39,Grandmaster
RetroRider,Pac-Man,125214,75,42,Grandmaster
KongKiller,Galaga,83847,100,29,Pro Gamer
BlipBlop,Frogger,64412,82,34,Casual
ChompQueen,Donkey Kong,65416,79,40,Casual
BlipBlop,Pac-Man,20836,74,6,Novice
RetroRider,Frogger,112790,69,12,Pro Gamer
PixelPete,Pac-Man,108686,70,25,Pro Gamer
SegaSam,Frogger,134557,98,46,Grandmaster
KongKiller,Galaga,106090,82,32,Pro Gamer
KongKiller,Frogger,98887,66,28,Pro Gamer
PixelPete,Frogger,30777,96,15,Casual
BlipBlop,Pac-Man,152870,83,38,Grandmaster
SegaSam,Space Invaders,53215,64,37,Casual
KongKiller,Space Invaders,16505,88,6,Novice
RetroRider,Donkey Kong,64972,67,6,Casual
ChompQueen,Frogger,65231,77,14,Casual
PixelPete,Frogger,29729,81,35,Novice
PixelPete,Galaga,82703,71,21,Pro Gamer
ChompQueen,Pac-Man,13079,74,20,Novice
ChompQueen,Space Invaders,28097,97,17,Novice
NeoGeo,Galaga,36819,81,2,Casual
BlipBlop,Pac-Man,62270,96,5,Casual
PixelPete,Galaga,146557,92,32,Grandmaster
RetroRider,Pac-Man,42874,68,25,Casual
KongKiller,Galaga,94087,77,25,Pro Gamer
RetroRider,Pac-Man,115834,84,12,Pro Gamer
NeoGeo,Pac-Man,146819,87,40,Grandmaster
NeoGeo,Pac-Man,77049,78,27,Casual
ChompQueen,Pac-Man,123541,74,29,Grandmaster
RetroRider,Space Invaders,67758,85,13,Casual
BlipBlop,Galaga,149791,67,25,Grandmaster
SegaSam,Pac-Man,54768,90,12,Casual
PixelPete,Donkey Kong,30851,89,30,Casual
SegaSam,Space Invaders,45986,71,12,Casual
PixelPete,Frogger,84314,63,30,Pro Gamer
RetroRider,Donkey Kong,124241,72,46,Grandmaster
NeoGeo,Galaga,71979,78,37,Casual
RetroRider,Frogger,66850,93,31,Casual
SegaSam,Donkey Kong,104751,96,3,Pro Gamer
BlipBlop,Space Invaders,118146,93,39,Pro Gamer
PixelPete,Frogger,43497,70,43,Casual
PixelPete,Space Invaders,147902,92,4,Grandmaster
SegaSam,Pac-Man,149578,89,26,Grandmaster
SegaSam,Pac-Man,23786,66,19,Novice
BlipBlop,Frogger,30346,69,45,Casual
ChompQueen,Pac-Man,91686,80,20,Pro Gamer
KongKiller,Space Invaders,122651,91,4,Grandmaster
BlipBlop,Galaga,25698,78,24,Novice
SegaSam,Pac-Man,50751,62,24,Casual
